# venue: binance
# source: https://fapi.binance.com/fapi/v1/fundingRate
# fetched_at: 2026-08-10T17:53:40Z
# caveat: Historical funding from the source venue (public, free). Cross-venue proxy for Coinbase-INTX funding; rates correlate but are not identical. ts=epoch seconds UTC. OI not available historically.
ts,coin,venue,funding_rate,funding_annualized,mark_price,open_interest,source
1713081600,ARB,binance,0.0001,0.1095,1.122,,https://fapi.binance.com/fapi/v1/fundingRate
1713110400,ARB,binance,0.0001,0.1095,1.1331,,https://fapi.binance.com/fapi/v1/fundingRate
1713139200,ARB,binance,1.77e-05,0.0193815,1.179,,https://fapi.binance.com/fapi/v1/fundingRate
1713168000,ARB,binance,5.597e-05,0.06128715,1.23473752,,https://fapi.binance.com/fapi/v1/fundingRate
1713196800,ARB,binance,0.0001,0.1095,1.2081,,https://fapi.binance.com/fapi/v1/fundingRate
1713225600,ARB,binance,0.0001,0.1095,1.152,,https://fapi.binance.com/fapi/v1/fundingRate
1713254400,ARB,binance,0.0001,0.1095,1.1524,,https://fapi.binance.com/fapi/v1/fundingRate
1713283200,ARB,binance,6.078e-05,0.06655409999999999,1.10351726,,https://fapi.binance.com/fapi/v1/fundingRate
1713312000,ARB,binance,-1.536e-05,-0.0168192,1.1536,,https://fapi.binance.com/fapi/v1/fundingRate
1713340800,ARB,binance,5.314e-05,0.058188300000000005,1.14525356,,https://fapi.binance.com/fapi/v1/fundingRate
1713369600,ARB,binance,5.025e-05,0.05502375,1.09281282,,https://fapi.binance.com/fapi/v1/fundingRate
1713398400,ARB,binance,5.653e-05,0.06190035,1.10558259,,https://fapi.binance.com/fapi/v1/fundingRate
1713427200,ARB,binance,3.12e-05,0.034164,1.11495733,,https://fapi.binance.com/fapi/v1/fundingRate
1713456000,ARB,binance,5.43e-06,0.00594585,1.15084762,,https://fapi.binance.com/fapi/v1/fundingRate
1713484800,ARB,binance,8.146e-05,0.08919869999999999,1.138,,https://fapi.binance.com/fapi/v1/fundingRate
1713513600,ARB,binance,0.0001,0.1095,1.1442,,https://fapi.binance.com/fapi/v1/fundingRate
1713542400,ARB,binance,0.0001,0.1095,1.13908496,,https://fapi.binance.com/fapi/v1/fundingRate
1713571200,ARB,binance,7.236e-05,0.0792342,1.119,,https://fapi.binance.com/fapi/v1/fundingRate
1713600000,ARB,binance,6.938e-05,0.0759711,1.1376,,https://fapi.binance.com/fapi/v1/fundingRate
1713628800,ARB,binance,7.572e-05,0.0829134,1.1634,,https://fapi.binance.com/fapi/v1/fundingRate
1713657600,ARB,binance,0.0001,0.1095,1.21535566,,https://fapi.binance.com/fapi/v1/fundingRate
1713686400,ARB,binance,6.53e-05,0.0715035,1.2172,,https://fapi.binance.com/fapi/v1/fundingRate
1713715200,ARB,binance,8.015e-05,0.08776425,1.196,,https://fapi.binance.com/fapi/v1/fundingRate
1713744000,ARB,binance,0.0001,0.1095,1.1887,,https://fapi.binance.com/fapi/v1/fundingRate
1713772800,ARB,binance,0.0001,0.1095,1.2227,,https://fapi.binance.com/fapi/v1/fundingRate
1713801600,ARB,binance,4.37e-05,0.0478515,1.2056,,https://fapi.binance.com/fapi/v1/fundingRate
1713830400,ARB,binance,2.493e-05,0.02729835,1.20847694,,https://fapi.binance.com/fapi/v1/fundingRate
1713859200,ARB,binance,4.762e-05,0.0521439,1.1775,,https://fapi.binance.com/fapi/v1/fundingRate
1713888000,ARB,binance,0.0001,0.1095,1.18810288,,https://fapi.binance.com/fapi/v1/fundingRate
1713916800,ARB,binance,6.22e-05,0.06810899999999999,1.17818145,,https://fapi.binance.com/fapi/v1/fundingRate
1713945600,ARB,binance,0.0001,0.1095,1.1889,,https://fapi.binance.com/fapi/v1/fundingRate
1713974400,ARB,binance,5.597e-05,0.06128715,1.12976763,,https://fapi.binance.com/fapi/v1/fundingRate
1714003200,ARB,binance,-3.23e-06,-0.00353685,1.11525157,,https://fapi.binance.com/fapi/v1/fundingRate
1714032000,ARB,binance,6.305e-05,0.06903975,1.0978,,https://fapi.binance.com/fapi/v1/fundingRate
1714060800,ARB,binance,-1.384e-05,-0.0151548,1.101969,,https://fapi.binance.com/fapi/v1/fundingRate
1714089600,ARB,binance,-5.092e-05,-0.0557574,1.08908909,,https://fapi.binance.com/fapi/v1/fundingRate
1714118400,ARB,binance,1.289e-05,0.01411455,1.0781,,https://fapi.binance.com/fapi/v1/fundingRate
1714147200,ARB,binance,2.944e-05,0.032236799999999996,1.0681,,https://fapi.binance.com/fapi/v1/fundingRate
1714176000,ARB,binance,5.473e-05,0.05992935,1.0646,,https://fapi.binance.com/fapi/v1/fundingRate
1714204800,ARB,binance,8.93e-05,0.09778350000000001,1.0475,,https://fapi.binance.com/fapi/v1/fundingRate
1714233600,ARB,binance,0.0001,0.1095,1.045,,https://fapi.binance.com/fapi/v1/fundingRate
1714262400,ARB,binance,-3.796e-05,-0.041566200000000005,1.1248,,https://fapi.binance.com/fapi/v1/fundingRate
1714291200,ARB,binance,4e-06,0.00438,1.1542,,https://fapi.binance.com/fapi/v1/fundingRate
1714320000,ARB,binance,9.88e-06,0.010818600000000001,1.1412,,https://fapi.binance.com/fapi/v1/fundingRate
