ts,product_id,open,high,low,close,volume
1786838400,BTC-USD,63018.75,63019.67,62992.15,63012.93,28.65994639
1786838400,ETH-USD,1880.88,1881.51,1879.8,1880.65,622.46431633
1786838400,SOL-USD,75.27,75.43,75.2,75.4,10821.95692058
1786838400,XRP-USD,1.0017,1.0019,1.0002,1.0008,551882.031995
1786838400,DOGE-USD,0.06951,0.06964,0.06943,0.06961,1119004.6
1786838400,ADA-USD,0.17613,0.17697,0.17608,0.17678,648828.93113649
1786838400,AVAX-USD,6.325,6.333,6.213,6.32,106627.96191698
1786838400,LINK-USD,9.459,9.472,9.411,9.427,49790.17
1786838400,DOT-USD,0.76,0.7616,0.7584,0.7584,45941.25152675
1786838400,LTC-USD,44.08,44.19,44.04,44.17,6416.67500678
1786838400,BCH-USD,203.58,203.72,202.95,203.62,137.0450343
1786838400,NEAR-USD,1.617,1.617,1.6104,1.6126,53809.199
1786838400,ATOM-USD,1.473,1.483,1.47,1.482,16263.17
1786838400,UNI-USD,3.2361,3.248,3.2182,3.2431,36659.348447
1786838400,APT-USD,0.5364,0.5392,0.536,0.5379,15758.335
1786838400,ARB-USD,0.07249,0.07297,0.07249,0.0727,284785.75
1786838400,OP-USD,0.08482,0.08531,0.08478,0.085,242348.69
1786838400,SUI-USD,0.6766,0.6778,0.676,0.6772,121675.5
1786838400,INJ-USD,4.17,4.222,4.17,4.216,6825.86
1786838400,AAVE-USD,86.07,86.16,85.92,86.06,698.508
1786838400,ENA-USD,0.08382,0.08397,0.08366,0.08369,522719.2
1786838400,HBAR-USD,0.06534,0.06541,0.06513,0.06527,2947873.6
1786838400,ONDO-USD,0.32326,0.32804,0.32296,0.32471,506220.02
1786838400,PAXG-USD,4374.62,4375.17,4374,4374.8,4.75547
1786838400,PEPE-USD,2.62e-06,2.63e-06,2.61e-06,2.62e-06,4987724833
1786838400,SHIB-USD,4.5e-06,4.52e-06,4.49e-06,4.52e-06,3532039759
1786838400,XLM-USD,0.157886,0.157966,0.157216,0.157445,821019.64396154
1786838400,ZEC-USD,487.58,487.64,486.22,487.1,264.52055963
1786838400,BNB-USD,607.09,607.26,606.32,606.82,138.91267
1786838400,HYPE-USD,56.88,56.93,56.72,56.79,4994.938
1786842000,BTC-USD,63012.94,63016.66,62938.16,63013.9,67.47099637
1786842000,ETH-USD,1880.64,1880.64,1875.17,1878.62,657.07363778
1786842000,SOL-USD,75.4,75.42,75.22,75.34,6740.69707941
1786842000,XRP-USD,1.0007,1.0014,0.999,1.0003,935477.902836
1786842000,DOGE-USD,0.0696,0.06961,0.06947,0.06956,2502761.2
1786842000,ADA-USD,0.17676,0.17709,0.17617,0.17625,571666.0659287
1786842000,AVAX-USD,6.32,6.343,6.314,6.332,22387.50913791
1786842000,LINK-USD,9.426,9.493,9.418,9.488,34431.87
1786842000,DOT-USD,0.7588,0.7596,0.7556,0.756,89763.65031644
1786842000,LTC-USD,44.17,44.22,44.11,44.2,3842.14554366
1786842000,BCH-USD,203.62,203.82,203.3,203.6,108.68122686
1786842000,NEAR-USD,1.6123,1.6155,1.6047,1.6077,50230.391
1786842000,ATOM-USD,1.483,1.5,1.48,1.498,17477.24
1786842000,UNI-USD,3.244,3.244,3.2137,3.2284,16374.344031
1786842000,APT-USD,0.5379,0.538,0.5323,0.5323,41888.25
