datetime_utc,open,high,low,close,volume
2018-06-28 19:00,6097.33,6099.52,6045.84,6085.12,452.25286704
2018-06-28 20:00,6085.82,6092.76,6031.03,6046.74,414.9786851
2018-06-28 21:00,6046.73,6046.74,5915,5922.41,1197.60402177
2018-06-28 22:00,5922.41,5959.97,5875.04,5943.52,876.60404661
2018-06-28 23:00,5940.01,5941.51,5816.6,5851.66,1335.38137638
2018-06-29 00:00,5850.25,5900,5850.24,5888.75,540.9528252
2018-06-29 01:00,5888.74,5906.91,5850,5873.92,432.89339376
2018-06-29 02:00,5873.91,5885,5850,5865.02,368.83526697
2018-06-29 03:00,5865.02,5880,5852,5878.8,209.52978051
2018-06-29 04:00,5878.8,5878.8,5855.01,5855.21,253.30596877
2018-06-29 05:00,5855.22,5965.74,5790.01,5895,1237.32599839
2018-06-29 06:00,5895,5900,5865,5876.57,168.77274802
2018-06-29 07:00,5876.57,5895,5875.6,5891.77,114.17863231
2018-06-29 08:00,5891.77,5916.77,5889.46,5895.22,146.64079427
2018-06-29 09:00,5895.22,5916.66,5890.57,5916.65,87.91560233
2018-06-29 10:00,5916.66,5916.66,5872.44,5885,119.62476959
2018-06-29 11:00,5885,5887,5834.01,5869.48,299.63055097
2018-06-29 12:00,5869.47,5900,5844.99,5858.75,335.49607864
2018-06-29 13:00,5859.13,5873.11,5812.1,5856.99,648.25428831
2018-06-29 14:00,5856.99,5901.18,5856.99,5901.18,445.49302728
2018-06-29 15:00,5901.18,5901.18,5879.44,5897.29,326.42549514
2018-06-29 16:00,5897.28,5900,5866.49,5872.7,284.13094474
2018-06-29 17:00,5872.69,5892.59,5872.14,5889.99,347.90096695
2018-06-29 18:00,5889.99,5895,5880,5882.23,227.66126542
2018-06-29 19:00,5882.23,5890.27,5865.79,5879.99,247.5220245
2018-06-29 20:00,5880,5936.9,5879.99,5905.42,621.26238737
2018-06-29 21:00,5905.42,5927.44,5891.59,5917.75,325.38751241
2018-06-29 22:00,5917.74,6300,5917.74,6245.01,2634.49411089
2018-06-29 23:00,6245.25,6268.53,6185,6202.36,641.48805564
2018-06-30 00:00,6202.36,6249,6185,6225.39,359.02732336
2018-06-30 01:00,6225.39,6520.15,6225.38,6407.1,1703.70215969
2018-06-30 02:00,6409.39,6436,6376.56,6394.37,648.59348243
2018-06-30 03:00,6394.37,6435,6361.67,6365,689.73119626
2018-06-30 04:00,6364.99,6395,6364.99,6382.63,243.07435435
2018-06-30 05:00,6382.64,6405.52,6382.64,6387.7,153.74709845
2018-06-30 06:00,6387.71,6395,6382.63,6389.06,124.71190187
2018-06-30 07:00,6389.07,6418.28,6382.63,6410,128.04425379
2018-06-30 08:00,6410,6410,6380,6385.88,79.65394791
2018-06-30 09:00,6385.89,6404,6374.17,6404,61.95297471
2018-06-30 10:00,6404,6404,6376.27,6382.38,67.11704473
2018-06-30 11:00,6382.38,6400,6382,6394.97,56.89766752
2018-06-30 12:00,6394.98,6463.02,6379.19,6389.99,302.66576599
2018-06-30 13:00,6389.48,6400,6386.99,6387,164.98604295
2018-06-30 14:00,6387,6387,6342,6364.01,406.69799409
2018-06-30 15:00,6364.01,6377.49,6330,6372.99,228.51655101
2018-06-30 16:00,6372.99,6375,6345,6349.34,190.28334017
2018-06-30 17:00,6349.34,6360.93,6333.15,6335.01,163.15065215
2018-06-30 18:00,6335,6347.57,6302.29,6312.52,227.30181024
2018-06-30 19:00,6312.51,6323.47,6312.51,6323.24,92.76976655
2018-06-30 20:00,6323.23,6365.03,6323.23,6354.62,198.45393676
2018-06-30 21:00,6354.63,6356,6327.5,6335,102.30754571
2018-06-30 22:00,6334.99,6336,6334.99,6336,73.65091006
2018-06-30 23:00,6336,6408.99,6335.99,6383.19,316.34678218
2018-07-01 00:00,6383.19,6424.14,6357.01,6365,384.5462957
2018-07-01 01:00,6364.99,6364.99,6315,6352.39,222.64416606
2018-07-01 02:00,6352.38,6352.39,6330.54,6339,98.789383
2018-07-01 03:00,6338.99,6355,6333.48,6350.15,59.26970058
2018-07-01 04:00,6350.14,6350.15,6335,6345.52,58.24216231
2018-07-01 05:00,6345.52,6397.48,6345.5,6376.22,169.98440238
2018-07-01 06:00,6376.22,6390.68,6355.17,6355.18,113.85064417
2018-07-01 07:00,6355.18,6379.26,6355.17,6368.5,85.71817398
2018-07-01 08:00,6368.49,6380.1,6360,6380.09,28.54342905
2018-07-01 09:00,6380.1,6385.99,6339.32,6349.69,155.62878444
2018-07-01 10:00,6351.8,6365.04,6351.8,6358.54,30.29527726
2018-07-01 11:00,6358.54,6369.9,6358.54,6363.65,36.26870836
2018-07-01 12:00,6363.64,6374.98,6346,6349.99,78.474666
2018-07-01 13:00,6350,6358.97,6319.57,6334.98,375.56115228
2018-07-01 14:00,6334.99,6334.99,6265,6291.3,369.14693825
2018-07-01 15:00,6291.3,6324.67,6256.76,6315.11,265.09656158
2018-07-01 16:00,6315.12,6324.23,6303,6315.01,135.83876483
2018-07-01 17:00,6315.01,6328.67,6311.54,6326.01,96.71963197
2018-07-01 18:00,6326.01,6328.4,6319,6319.01,84.54728634
2018-07-01 19:00,6319.01,6319.9,6292,6315.7,150.43129548
2018-07-01 20:00,6313.76,6393.96,6305.52,6347.77,597.88511972
2018-07-01 21:00,6347.78,6360.11,6336.75,6360,149.82198909
2018-07-01 22:00,6360,6383.81,6353.95,6360.04,168.99425343
2018-07-01 23:00,6360.04,6382.89,6342.51,6349.5,152.75820456
2018-07-02 00:00,6349.5,6351,6316.83,6338.5,182.6512675
2018-07-02 01:00,6338.5,6343.7,6318.32,6329.34,100.20775846
2018-07-02 02:00,6329.34,6332,6321.45,6326.05,106.13076239
2018-07-02 03:00,6326.06,6332,6319,6329.8,163.72922663
2018-07-02 04:00,6329.81,6330,6270.01,6304.55,358.00409227
2018-07-02 05:00,6304.55,6305.1,6290,6292.52,88.81529497
2018-07-02 06:00,6292.52,6313,6270.01,6304.29,121.49970222
2018-07-02 07:00,6304.29,6340.23,6301.98,6330.4,80.75391361
2018-07-02 08:00,6330.4,6356.36,6326.09,6329.99,72.91195643
2018-07-02 09:00,6329.99,6333.09,6307.01,6318.19,52.85801272
2018-07-02 10:00,6318.19,6345.28,6313.09,6323.59,67.69100172
2018-07-02 11:00,6323.6,6346.05,6323.6,6336.68,149.15328777
2018-07-02 12:00,6336.68,6339.24,6323.41,6333.4,182.19365775
2018-07-02 13:00,6333.33,6665,6333.3,6595.84,2436.07726303
2018-07-02 14:00,6595.84,6635,6585,6609.94,800.65736932
2018-07-02 15:00,6609.94,6630.89,6607,6610.99,413.83492497
2018-07-02 16:00,6611,6625,6595.49,6605.01,315.29038332
2018-07-02 17:00,6605.01,6619.94,6605,6610.01,247.38208984
2018-07-02 18:00,6610,6630,6606.5,6628.99,278.80599515
2018-07-02 19:00,6629,6669.99,6610,6621.81,584.71219565
2018-07-02 20:00,6621.81,6624.31,6617,6619,337.22708969
2018-07-02 21:00,6618.99,6650,6618.99,6647.01,286.97438078
2018-07-02 22:00,6647.01,6647.01,6615,6626.22,536.83463596
2018-07-02 23:00,6626.22,6626.22,6602,6611.79,323.5690342
2018-07-03 00:00,6611.79,6617,6600,6611.82,191.77499881
2018-07-03 01:00,6611.82,6615.75,6605.1,6615.75,141.09939393
2018-07-03 02:00,6615.75,6636.17,6615.75,6625,218.95633586
2018-07-03 03:00,6625.01,6656.19,6620,6634.19,325.63225959
2018-07-03 04:00,6634.2,6673.99,6633.67,6647.01,362.37619838
2018-07-03 05:00,6647,6647.01,6630.67,6630.68,144.73707171
2018-07-03 06:00,6630.68,6640.26,6618.02,6640.25,153.60582542
2018-07-03 07:00,6640.26,6646.75,6640.25,6643.25,121.41185617
2018-07-03 08:00,6643.24,6647.78,6618.02,6632.19,161.3617409
2018-07-03 09:00,6632.2,6640.29,6617.33,6622,78.67717955
2018-07-03 10:00,6622.01,6622.01,6535,6574.77,683.55750751
2018-07-03 11:00,6574.77,6600.34,6557.32,6584,259.32749562
2018-07-03 12:00,6584.01,6585.97,6565.3,6585.14,122.84380583
2018-07-03 13:00,6585.14,6587.05,6558.45,6570.08,251.34174256
2018-07-03 14:00,6570.08,6580.7,6560,6580.7,171.14746392
2018-07-03 15:00,6580.7,6588.58,6571.15,6588.57,149.38240448
2018-07-03 16:00,6588.57,6592.94,6580,6586.95,255.47540484
2018-07-03 17:00,6586.95,6586.95,6569.08,6582.78,284.29112705
2018-07-03 18:00,6582.78,6584.6,6570.15,6573.5,140.62556055
2018-07-03 19:00,6573.5,6649.78,6544.64,6610.01,543.06214223
2018-07-03 20:00,6610,6624.99,6594.99,6613.23,218.55608167
2018-07-03 21:00,6613.22,6619.98,6594.14,6605,230.09898557
2018-07-03 22:00,6605,6610,6465,6482.48,1020.39883529
2018-07-03 23:00,6482.48,6520.17,6466.48,6502.62,271.52436164
2018-07-04 00:00,6502.62,6518.25,6444.8,6458.69,496.46962789
2018-07-04 01:00,6458.69,6462.99,6411.51,6455.03,340.01134717
2018-07-04 02:00,6455.03,6472.99,6440,6462.22,187.01562496
2018-07-04 03:00,6462.23,6482.86,6460.03,6464.88,192.67379568
2018-07-04 04:00,6464.87,6480.03,6460.5,6469,127.30354255
2018-07-04 05:00,6469,6487,6454.33,6480.98,86.33562229
2018-07-04 06:00,6480.98,6498.99,6464.53,6465.83,160.13463985
2018-07-04 07:00,6465.83,6485,6464.53,6470.94,42.31065029
2018-07-04 08:00,6470.93,6550,6465.39,6508.18,305.03009014
2018-07-04 09:00,6508.18,6523.76,6487.8,6514.87,51.03156555
2018-07-04 10:00,6514.87,6522.64,6502.22,6502.22,60.87317972
2018-07-04 11:00,6502.23,6523.5,6493,6516.74,89.64906466
2018-07-04 12:00,6516.74,6546.49,6516.73,6540.22,132.14697084
2018-07-04 13:00,6540.22,6796.62,6533.5,6716,1590.0506778
2018-07-04 14:00,6715.99,6719.17,6681,6694.01,524.45606112
2018-07-04 15:00,6694.01,6700,6674.01,6679.5,233.97491646
2018-07-04 16:00,6679.49,6688.79,6655.05,6668.1,241.07196613
2018-07-04 17:00,6668.1,6683.46,6665.69,6679.77,136.34060448
2018-07-04 18:00,6679.77,6695,6661.89,6673.88,209.0669747
2018-07-04 19:00,6673.88,6683.5,6661.59,6683.5,158.09633568
2018-07-04 20:00,6683.5,6695.35,6681.94,6685,242.55830008
2018-07-04 21:00,6685,6690,6668.7,6689.93,201.59527984
2018-07-04 22:00,6689.93,6692,6560.24,6592.94,795.05463732
2018-07-04 23:00,6592.95,6600,6557.39,6587.47,244.60402313
2018-07-05 00:00,6587.46,6587.47,6508.72,6564.58,494.4532146
2018-07-05 01:00,6559.31,6700,6555,6630.83,677.88481838
2018-07-05 02:00,6630.83,6640.76,6590.01,6600,167.15463031
2018-07-05 03:00,6600,6640.67,6600,6627,169.2582481
2018-07-05 04:00,6627.01,6637.19,6614.47,6620.99,177.72983928
2018-07-05 05:00,6621,6671.43,6569.17,6603.5,343.85893481
2018-07-05 06:00,6603.5,6610,6582.9,6592.67,83.18589202
2018-07-05 07:00,6592.67,6615.83,6592.66,6609.97,147.71740979
2018-07-05 08:00,6609.96,6620,6598.03,6617.46,50.36196892
2018-07-05 09:00,6617.5,6650,6546.21,6631.91,273.19797122
2018-07-05 10:00,6631.92,6650,6599.88,6634.17,126.43412226
2018-07-05 11:00,6634.17,6684,6615.1,6615.11,209.00845146
2018-07-05 12:00,6615.11,6659.61,6575.86,6633.61,259.37404186
2018-07-05 13:00,6633.06,6670,6585,6599.01,355.02425269
2018-07-05 14:00,6599,6612.52,6568,6584.42,302.44629802
2018-07-05 15:00,6584.42,6616,6539,6609.28,521.93145715
2018-07-05 16:00,6609.29,6639.34,6584.12,6589.79,291.56340728
2018-07-05 17:00,6589.79,6596.04,6551,6566.46,178.43770021
2018-07-05 18:00,6566.45,6586.18,6449.5,6479.98,917.62643657
2018-07-05 19:00,6479.98,6527.86,6461,6505,524.64626979
2018-07-05 20:00,6504.22,6515.35,6486.85,6504.6,140.96470526
2018-07-05 21:00,6504.61,6504.61,6475.47,6488.31,212.41124878
2018-07-05 22:00,6488.31,6540,6480.76,6538.34,218.74287355
2018-07-05 23:00,6538.35,6548,6525,6532.95,141.70890914
2018-07-06 00:00,6532.96,6544.94,6525.48,6533.46,144.79859041
2018-07-06 01:00,6533.46,6533.46,6510.8,6516.01,189.65085097
2018-07-06 02:00,6516.01,6539.99,6516,6539.95,118.22787391
2018-07-06 03:00,6539.96,6539.99,6525.16,6525.17,69.71357911
2018-07-06 04:00,6525.16,6527.99,6481.05,6527.92,227.97482036
2018-07-06 05:00,6527.91,6530,6503.05,6504.24,114.19758594
2018-07-06 06:00,6504.24,6510.75,6460,6465.93,136.77896453
2018-07-06 07:00,6465.94,6494.22,6452.2,6479.16,140.85490193
2018-07-06 08:00,6479.16,6531.99,6472.2,6503,118.42962668
2018-07-06 09:00,6503.01,6518.03,6488,6496.68,58.36614491
2018-07-06 10:00,6495.57,6545.54,6492,6523.01,107.49781387
2018-07-06 11:00,6523.01,6537.45,6508.57,6526.05,86.16545627
2018-07-06 12:00,6526.05,6639,6526.05,6580.65,624.62190155
2018-07-06 13:00,6580.65,6584.95,6546.71,6565.52,125.22353749
2018-07-06 14:00,6565,6569.91,6550,6554.14,241.84647228
2018-07-06 15:00,6554.13,6568.75,6546.72,6565,202.84032923
2018-07-06 16:00,6564.99,6573.72,6553.66,6559.1,168.89702076
2018-07-06 17:00,6559.11,6630,6551,6597.94,502.35368244
2018-07-06 18:00,6597.68,6606.99,6500,6566,948.88856247
2018-07-06 19:00,6565.99,6575.97,6561.89,6569.53,154.03760105
2018-07-06 20:00,6569.53,6592.1,6569.5,6570.76,194.24709304
2018-07-06 21:00,6570.76,6589,6562,6588.19,153.73519835
2018-07-06 22:00,6586.97,6620,6568.17,6573.08,212.11839125
2018-07-06 23:00,6573.08,6610,6571.94,6600,173.82706945
2018-07-07 00:00,6599.99,6609.29,6582.85,6589.99,337.35973498
2018-07-07 01:00,6589.99,6594.66,6557.5,6559.1,357.21069215
2018-07-07 02:00,6559.09,6590,6559.09,6583.97,104.60692311
2018-07-07 03:00,6583.95,6599.32,6580.46,6599.32,113.97714746
2018-07-07 04:00,6599.32,6614.53,6591.77,6599.01,117.68627998
2018-07-07 05:00,6599.02,6602.73,6592.38,6593.99,57.57640518
2018-07-07 06:00,6594,6594,6575.29,6579.47,52.52095319
2018-07-07 07:00,6579.46,6590.99,6575.02,6590.16,69.39608156
2018-07-07 08:00,6590.15,6590.16,6577,6577,49.22817939
2018-07-07 09:00,6577,6577,6570.01,6575.01,24.34359529
2018-07-07 10:00,6575.02,6586.33,6566,6586.33,32.77147226
2018-07-07 11:00,6586.33,6586.33,6575,6581.26,55.20243495
2018-07-07 12:00,6581.26,6614.8,6540.83,6561.6,180.15643384
2018-07-07 13:00,6561.6,6561.6,6521,6525.19,178.33947455
2018-07-07 14:00,6525.2,6583.62,6522.44,6560.55,191.94428168
2018-07-07 15:00,6560.56,6565.79,6544.75,6555.74,85.80899009
2018-07-07 16:00,6555.74,6567.5,6555.74,6560.2,112.08427537
2018-07-07 17:00,6560.2,6560.2,6540,6549.44,81.26164257
2018-07-07 18:00,6549.44,6551,6525.69,6551,83.64975696
2018-07-07 19:00,6551,6551,6540,6540.01,72.4349054
2018-07-07 20:00,6540.01,6540.01,6512,6517.5,225.37916654
2018-07-07 21:00,6521.99,6538.94,6515,6528.1,111.45789898
2018-07-07 22:00,6528.1,6573.7,6517.8,6570,231.07282626
2018-07-07 23:00,6570,6843.26,6570,6753.28,1570.79636429
2018-07-08 00:00,6753.29,6778.31,6721,6741.8,464.73183176
2018-07-08 01:00,6741.8,6754,6736,6737.74,167.72200214
2018-07-08 02:00,6737.74,6745.14,6722.25,6739,194.43613798
2018-07-08 03:00,6739,6739.99,6718.11,6722.89,111.4267661
2018-07-08 04:00,6722.88,6722.89,6711,6718.39,91.02217376
2018-07-08 05:00,6718.38,6729,6718.38,6726.02,73.79615074
2018-07-08 06:00,6726.03,6733.87,6721.37,6725,119.97638157
2018-07-08 07:00,6725,6732.67,6724.99,6732.56,46.44263737
2018-07-08 08:00,6732.57,6732.66,6720,6725.1,35.86810917
2018-07-08 09:00,6725.1,6725.74,6720.86,6725.74,38.58872809
2018-07-08 10:00,6725.74,6726,6720.85,6720.85,28.87023672
2018-07-08 11:00,6720.86,6729.04,6718.06,6729.04,46.84143324
2018-07-08 12:00,6729.04,6761,6715,6728.86,194.64944933
2018-07-08 13:00,6728.86,6740,6711,6734.51,93.50916357
2018-07-08 14:00,6734.5,6754.5,6725,6751.25,186.42083304
2018-07-08 15:00,6751.25,6762.88,6738.57,6741.99,130.6257581
2018-07-08 16:00,6741.98,6753.38,6740,6746.37,124.82669845
2018-07-08 17:00,6746.38,6753.83,6743,6750.8,98.49617279
2018-07-08 18:00,6750.81,6753,6743.96,6745.01,101.49539606
2018-07-08 19:00,6745.01,6759.13,6740.99,6755.79,137.75227331
2018-07-08 20:00,6755.79,6759.22,6744.74,6744.75,133.77689649
2018-07-08 21:00,6744.74,6749.76,6740,6748.09,110.93614125
2018-07-08 22:00,6748.15,6751.55,6740.03,6740.04,128.62197484
2018-07-08 23:00,6740.04,6740.04,6671,6701.97,460.69195194
2018-07-09 00:00,6701.97,6721.94,6688.02,6709.97,100.31739411
2018-07-09 01:00,6709.96,6709.97,6688,6699.18,177.01471965
2018-07-09 02:00,6699.19,6699.19,6685,6696.5,92.21633782
2018-07-09 03:00,6696.49,6713.67,6696.49,6709.51,101.53557727
2018-07-09 04:00,6709.51,6709.51,6700.26,6700.26,89.68786104
2018-07-09 05:00,6700.27,6700.27,6687.5,6695.91,148.1315352
2018-07-09 06:00,6695.9,6709.86,6695.9,6705.5,77.99123397
2018-07-09 07:00,6705.5,6738.58,6702.84,6720.35,68.74055
2018-07-09 08:00,6720.35,6724,6710,6711.35,60.67006464
2018-07-09 09:00,6711.36,6711.36,6660.01,6686.35,179.07392577
2018-07-09 10:00,6686.35,6699.58,6676.62,6692.64,47.17524321
2018-07-09 11:00,6692.63,6748.84,6692.55,6712.6,205.27502978
2018-07-09 12:00,6712.61,6718.99,6700.16,6707.92,98.30484637
2018-07-09 13:00,6707.93,6734.73,6705.33,6725,217.76692696
2018-07-09 14:00,6725,6725,6715.01,6719.5,219.16040126
2018-07-09 15:00,6719.5,6727.73,6715,6716.43,178.07674839
2018-07-09 16:00,6716.43,6719.77,6670,6708.56,427.90480448
2018-07-09 17:00,6708.57,6708.57,6669.32,6690.99,301.46515714
2018-07-09 18:00,6691,6702,6681.03,6701.08,254.00555791
2018-07-09 19:00,6701.08,6712.17,6701,6712.15,202.74773502
2018-07-09 20:00,6712.16,6712.16,6700,6700,164.95396484
2018-07-09 21:00,6700,6712.18,6695,6712.18,193.52991549
2018-07-09 22:00,6712.18,6815.82,6680,6700,1021.89469059
2018-07-09 23:00,6699.23,6700,6625,6664.01,626.4894285
2018-07-10 00:00,6664.01,6679.47,6640.22,6666,231.1791036
2018-07-10 01:00,6666.01,6674,6654.12,6655.14,204.10854209
2018-07-10 02:00,6655.14,6660.03,6623,6631.26,287.74838142
2018-07-10 03:00,6631.26,6648,6620.83,6634.52,179.96828114
2018-07-10 04:00,6634.53,6647.72,6627.86,6641.39,92.11619446
2018-07-10 05:00,6641.4,6645,6622.37,6627.43,87.73086807
2018-07-10 06:00,6627.44,6627.44,6565.98,6601.71,489.85424705
2018-07-10 07:00,6601.71,6607.85,6586.15,6604.34,46.06441627
2018-07-10 08:00,6604.34,6613.98,6581.4,6591.84,63.06966793
2018-07-10 09:00,6591.84,6591.84,6424.87,6444.16,1318.20968174
2018-07-10 10:00,6444.16,6475,6431,6470.21,374.26350536
2018-07-10 11:00,6470.21,6470.29,6320.16,6361.31,1009.68011061
2018-07-10 12:00,6361.32,6379,6324.56,6367.64,387.93353215
2018-07-10 13:00,6367.64,6395.62,6362.98,6385.25,322.70440759
2018-07-10 14:00,6385.26,6385.26,6340.28,6380.01,387.57832476
2018-07-10 15:00,6380.01,6385,6365,6381,224.83131345
2018-07-10 16:00,6381,6409.47,6334.25,6355,416.20567217
2018-07-10 17:00,6355,6374,6344.92,6368.73,187.48678268
2018-07-10 18:00,6368.72,6384.15,6364,6376,218.51818357
2018-07-10 19:00,6376,6376,6360.1,6375,149.6083619
2018-07-10 20:00,6375,6399.38,6374.99,6386.84,206.72543379
2018-07-10 21:00,6386.84,6402.18,6375.6,6378.2,171.74817003
2018-07-10 22:00,6378.2,6385,6361,6369.2,243.8270611
2018-07-10 23:00,6369.2,6372,6279,6303.7,876.70658269
2018-07-11 00:00,6303.69,6400,6282.77,6382.57,815.64201129
2018-07-11 01:00,6383.6,6391.2,6357.99,6368.76,160.68758923
2018-07-11 02:00,6368.75,6374.96,6360,6366.56,85.10393063
2018-07-11 03:00,6366.56,6374.56,6336.08,6344.51,171.12730205
2018-07-11 04:00,6344.5,6358.48,6323.5,6345.25,129.31641362
2018-07-11 05:00,6345.26,6345.26,6291.3,6337.47,211.87144657
2018-07-11 06:00,6337.47,6338.6,6281.01,6314.99,188.81890846
2018-07-11 07:00,6315,6363.23,6314.99,6342.37,180.76090611
2018-07-11 08:00,6342.38,6371.99,6342.37,6371.47,55.17819959
2018-07-11 09:00,6371.47,6372,6328.26,6342.62,98.15337374
2018-07-11 10:00,6342.62,6352,6331.85,6350.54,69.3037239
2018-07-11 11:00,6350.53,6395.98,6350.53,6375.87,185.83756003
2018-07-11 12:00,6375.88,6388.18,6357.5,6370.25,112.36868658
2018-07-11 13:00,6370.25,6387.01,6364.05,6373.57,199.21759175
2018-07-11 14:00,6373.58,6373.58,6340.35,6368.6,165.67229991
2018-07-11 15:00,6368.6,6369.07,6352,6365.94,127.05796574
2018-07-11 16:00,6365.95,6365.95,6330,6348.15,219.82542578
2018-07-11 17:00,6348.14,6368.97,6343,6354.18,154.74487147
2018-07-11 18:00,6354.18,6356.99,6343.69,6344.14,130.31485816
2018-07-11 19:00,6344.13,6346.2,6287.9,6345.65,271.17489896
2018-07-11 20:00,6345.66,6370,6345,6353.79,274.38548158
2018-07-11 21:00,6352.78,6377.39,6344.38,6370.08,306.68600208
2018-07-11 22:00,6370.08,6378.65,6364,6367.99,194.22726509
2018-07-11 23:00,6367.99,6390.04,6367.98,6390.04,530.82676541
2018-07-12 00:00,6390.04,6390.04,6351,6385.04,1487.29815873
2018-07-12 01:00,6385.04,6385.04,6335.54,6338.91,647.15099184
2018-07-12 02:00,6338.91,6353.67,6310,6329,298.77798984
2018-07-12 03:00,6329,6348.34,6328.99,6348.33,102.50947214
2018-07-12 04:00,6348.33,6349.99,6333.01,6333.01,92.01258698
2018-07-12 05:00,6333.01,6336.59,6311.41,6335.26,93.59314775
2018-07-12 06:00,6335.26,6337.5,6183.9,6212,1201.3766934
2018-07-12 07:00,6212,6217.38,6156.08,6177.76,293.53786564
2018-07-12 08:00,6177.75,6195,6139.09,6194.99,394.30857481
2018-07-12 09:00,6195,6207.06,6177,6185.02,159.0918921
2018-07-12 10:00,6185.02,6185.02,6149.81,6178.41,129.44054894
2018-07-12 11:00,6178.42,6183.2,6139,6165.07,166.96439171
2018-07-12 12:00,6165.08,6192.77,6158.09,6178.34,174.19985223
2018-07-12 13:00,6178.35,6188.04,6161.81,6182,354.78073658
2018-07-12 14:00,6182,6196.85,6168.5,6177.23,253.58813838
2018-07-12 15:00,6177.24,6180,6159.7,6168.79,207.12190608
2018-07-12 16:00,6168.79,6192,6168.66,6190.05,305.76928229
2018-07-12 17:00,6190.05,6193.48,6172,6183.18,235.6613274
2018-07-12 18:00,6183.17,6185,6171.55,6172,197.43726609
2018-07-12 19:00,6172,6176.46,6153.22,6176.01,476.65157534
2018-07-12 20:00,6176,6184.27,6170.61,6175.7,185.57691893
2018-07-12 21:00,6175.69,6175.7,6160.01,6166.51,200.2814785
2018-07-12 22:00,6166.51,6166.51,6126,6155.01,245.38220312
2018-07-12 23:00,6155.01,6265.61,6075.01,6249.75,1508.9449494
2018-07-13 00:00,6246.68,6284,6223,6240.51,475.49776091
2018-07-13 01:00,6240.51,6253.49,6233,6234.02,174.84143076
2018-07-13 02:00,6234.02,6249.99,6234.01,6243.41,183.05168193
2018-07-13 03:00,6243.42,6249.99,6242.85,6249.99,170.82565968
2018-07-13 04:00,6249.98,6263.33,6240,6243.54,256.87611247
2018-07-13 05:00,6243.55,6251,6239.43,6244.16,89.07020851
2018-07-13 06:00,6244.16,6247.28,6210.97,6230.15,102.04407885
2018-07-13 07:00,6230.16,6246.55,6230.15,6246.55,61.42966079
2018-07-13 08:00,6246.55,6246.55,6227.13,6227.14,61.2668929
2018-07-13 09:00,6227.15,6242.77,6227.14,6233.28,67.67627034
2018-07-13 10:00,6233.27,6243.73,6233,6233.79,63.70606532
2018-07-13 11:00,6233.79,6247.91,6232.64,6243.95,125.72536673
2018-07-13 12:00,6243.95,6281.11,6241,6269.14,233.42772473
2018-07-13 13:00,6269.15,6273.51,6237,6240.1,171.60678288
2018-07-13 14:00,6240.1,6261.67,6230,6247.25,296.58726955
2018-07-13 15:00,6247.26,6257.13,6246,6257.13,150.71473607
2018-07-13 16:00,6257.13,6268.99,6250,6258.38,304.71484967
2018-07-13 17:00,6258.37,6269.99,6256.12,6269.99,189.28929315
2018-07-13 18:00,6269.98,6335.09,6228.64,6238.9,925.53288511
2018-07-13 19:00,6238.9,6238.9,6167.05,6181.03,614.4939735
2018-07-13 20:00,6181.02,6216,6121.53,6185.77,694.19798737
2018-07-13 21:00,6185.76,6229.72,6185.76,6222.39,164.51171051
2018-07-13 22:00,6222.39,6225,6196.57,6220.23,214.91197184
2018-07-13 23:00,6220.23,6239.97,6196.58,6216.29,183.71001121
2018-07-14 00:00,6216.29,6271.57,6215,6241,207.18207344
2018-07-14 01:00,6241.01,6277.5,6218,6235,228.82558523
2018-07-14 02:00,6235.01,6244.76,6225,6231.76,104.82383344
2018-07-14 03:00,6231.69,6231.69,6204.69,6207.34,114.7399067
2018-07-14 04:00,6207.34,6220,6207.33,6219.99,72.51576888
2018-07-14 05:00,6220,6227.81,6219.96,6225.01,71.49858831
2018-07-14 06:00,6225,6226.01,6205,6205.01,54.16650756
2018-07-14 07:00,6205,6224.95,6205,6220.02,81.65710192
2018-07-14 08:00,6220.03,6220.03,6209.58,6215.88,37.58952302
2018-07-14 09:00,6215.87,6219.02,6187,6200.16,117.77130287
2018-07-14 10:00,6200.16,6218.37,6200.15,6218.36,48.59822487
2018-07-14 11:00,6218.37,6242.5,6218.36,6232.91,117.84252371
2018-07-14 12:00,6234.66,6245.15,6231.42,6234.74,73.33673328
2018-07-14 13:00,6233.48,6241.15,6227.15,6241.15,92.09456416
2018-07-14 14:00,6241.15,6247,6230,6243.12,98.81498212
2018-07-14 15:00,6242.98,6245.01,6228.73,6241.3,100.67037199
2018-07-14 16:00,6241.31,6269.62,6241.3,6267.83,186.23747515
2018-07-14 17:00,6267.83,6270,6259.99,6268,123.49349983
2018-07-14 18:00,6267.99,6295.22,6227.37,6241.01,161.43146805
2018-07-14 19:00,6241,6265.11,6208.4,6265,293.94122223
2018-07-14 20:00,6265,6323.68,6213.3,6273.51,340.69059405
2018-07-14 21:00,6274.47,6281,6258.51,6271.34,89.03517953
2018-07-14 22:00,6271.35,6279.72,6242.13,6251.09,128.28912416
2018-07-14 23:00,6251.09,6260,6245.56,6248.65,99.57195165
2018-07-15 00:00,6248.65,6258.35,6233.26,6250.08,151.36987313
2018-07-15 01:00,6250.08,6250.08,6235.33,6242.17,83.64354551
2018-07-15 02:00,6242.16,6248.18,6238.73,6245.09,152.817959
2018-07-15 03:00,6245.09,6252.93,6239.6,6252.93,71.73376947
2018-07-15 04:00,6252.92,6275.71,6252.54,6265.89,88.92749997
